genbank_accession	gisaid_epi_isl
MW276621.1	EPI_ISL_625641
MW276622.1	EPI_ISL_625642
MW276623.1	EPI_ISL_625643
MW276625.1	EPI_ISL_625484
MW276626.1	EPI_ISL_625488
MW276627.1	EPI_ISL_625490
MW276628.1	EPI_ISL_625491
MW276629.1	EPI_ISL_625493
MW276630.1	EPI_ISL_625494
MW276631.1	EPI_ISL_625644
MW276632.1	EPI_ISL_625645
MW276633.1	EPI_ISL_625646
MW276634.1	EPI_ISL_625485
MW276635.1	EPI_ISL_625492
MW276636.1	EPI_ISL_625668
MW276637.1	EPI_ISL_625647
MW276638.1	EPI_ISL_625497
MW276639.1	EPI_ISL_625495
MW276640.1	EPI_ISL_625496
MW276641.1	EPI_ISL_625498
MW276642.1	EPI_ISL_625546
MW276643.1	EPI_ISL_625648
MW276644.1	EPI_ISL_625649
MW276645.1	EPI_ISL_625650
MW276646.1	EPI_ISL_625652
MW276647.1	EPI_ISL_625611
MW276648.1	EPI_ISL_625601
MW276649.1	EPI_ISL_625612
MW276650.1	EPI_ISL_625613
MW276651.1	EPI_ISL_625654
MW276652.1	EPI_ISL_625655
MW276653.1	EPI_ISL_625656
MW276654.1	EPI_ISL_625657
MW276655.1	EPI_ISL_625615
MW276656.1	EPI_ISL_625666
MW276657.1	EPI_ISL_625614
MW276658.1	EPI_ISL_625665
MW276659.1	EPI_ISL_625600
MW276660.1	EPI_ISL_625602
MW276661.1	EPI_ISL_625616
MW276662.1	EPI_ISL_625618
MW276663.1	EPI_ISL_625619
MW276664.1	EPI_ISL_625620
MW276665.1	EPI_ISL_625603
MW276667.1	EPI_ISL_625605
MW276668.1	EPI_ISL_625606
MW276669.1	EPI_ISL_625607
MW276670.1	EPI_ISL_625608
MW276672.1	EPI_ISL_625610
MW276673.1	EPI_ISL_625661
MW276674.1	EPI_ISL_625662
MW276676.1	EPI_ISL_625664
MW276876.1	EPI_ISL_649149
MW276971.1	EPI_ISL_649150
MW277354.1	EPI_ISL_649151
MW277599.1	EPI_ISL_641240
MW279314.1	EPI_ISL_647990
MW279315.1	EPI_ISL_647991
MW279316.1	EPI_ISL_647992
MW279317.1	EPI_ISL_647993
MW279318.1	EPI_ISL_647994
MW279319.1	EPI_ISL_647995
MW279320.1	EPI_ISL_647996
MW279321.1	EPI_ISL_647997
MW279322.1	EPI_ISL_647998
MW279323.1	EPI_ISL_647999
MW279324.1	EPI_ISL_648000
MW279325.1	EPI_ISL_648001
MW279326.1	EPI_ISL_644933
MW279327.1	EPI_ISL_644934
MW279328.1	EPI_ISL_644935
MW279329.1	EPI_ISL_644936
MW279330.1	EPI_ISL_644937
MW279331.1	EPI_ISL_644938
MW279332.1	EPI_ISL_644939
MW279333.1	EPI_ISL_644940
MW279334.1	EPI_ISL_644941
MW279335.1	EPI_ISL_644942
MW279336.1	EPI_ISL_644943
MW279337.1	EPI_ISL_644944
MW279413.1	EPI_ISL_647985
MW279414.1	EPI_ISL_647986
MW279415.1	EPI_ISL_648122
MW279416.1	EPI_ISL_648123
MW279417.1	EPI_ISL_647987
MW279418.1	EPI_ISL_647988
MW279419.1	EPI_ISL_647989
MW279420.1	EPI_ISL_648002
MW279421.1	EPI_ISL_648003
MW279422.1	EPI_ISL_648004
MW279423.1	EPI_ISL_648005
MW279424.1	EPI_ISL_648006
MW279425.1	EPI_ISL_648007
MW279426.1	EPI_ISL_648008
MW279427.1	EPI_ISL_648009
MW279428.1	EPI_ISL_648010
MW279429.1	EPI_ISL_648011
MW279430.1	EPI_ISL_648012
MW279431.1	EPI_ISL_648013
MW279432.1	EPI_ISL_648014
MW279433.1	EPI_ISL_648015
MW279434.1	EPI_ISL_648016
MW279435.1	EPI_ISL_648017
MW279436.1	EPI_ISL_648018
MW279437.1	EPI_ISL_648019
MW279438.1	EPI_ISL_648020
MW279439.1	EPI_ISL_648021
MW279440.1	EPI_ISL_648022
MW279441.1	EPI_ISL_648023
MW279442.1	EPI_ISL_648024
MW279443.1	EPI_ISL_648025
MW279444.1	EPI_ISL_648026
MW279445.1	EPI_ISL_648027
MW279446.1	EPI_ISL_648028
MW279447.1	EPI_ISL_648029
MW279448.1	EPI_ISL_648030
MW279449.1	EPI_ISL_648031
MW279450.1	EPI_ISL_648032
MW279451.1	EPI_ISL_648033
MW279452.1	EPI_ISL_648034
MW279453.1	EPI_ISL_648035
MW279454.1	EPI_ISL_648036
MW279455.1	EPI_ISL_648037
MW279456.1	EPI_ISL_648038
MW279457.1	EPI_ISL_648039
MW279458.1	EPI_ISL_648040
MW279459.1	EPI_ISL_648041
MW279460.1	EPI_ISL_648042
MW280149.1	EPI_ISL_648271
MW280150.1	EPI_ISL_648272
MW280151.1	EPI_ISL_648273
MW280152.1	EPI_ISL_648274
MW280153.1	EPI_ISL_648275
MW280154.1	EPI_ISL_648276
MW280155.1	EPI_ISL_648277
MW280156.1	EPI_ISL_648278
MW280157.1	EPI_ISL_648279
MW280158.1	EPI_ISL_648280
MW280159.1	EPI_ISL_648281
MW280160.1	EPI_ISL_648282
MW280161.1	EPI_ISL_648283
MW280162.1	EPI_ISL_648284
MW280163.1	EPI_ISL_648285
MW280164.1	EPI_ISL_648286
MW280165.1	EPI_ISL_648287
MW280166.1	EPI_ISL_648288
MW280168.1	EPI_ISL_648289
MW280169.1	EPI_ISL_648290
MW280170.1	EPI_ISL_648291
MW280171.1	EPI_ISL_648292
MW280172.1	EPI_ISL_648293
MW280173.1	EPI_ISL_648294
MW280176.1	EPI_ISL_648295
MW280178.1	EPI_ISL_648296
MW280179.1	EPI_ISL_648297
MW280181.1	EPI_ISL_648298
MW280182.1	EPI_ISL_648299
MW280183.1	EPI_ISL_648300
MW280184.1	EPI_ISL_648301
MW280185.1	EPI_ISL_648302
MW280449.1	EPI_ISL_644911
MW280450.1	EPI_ISL_644912
MW280451.1	EPI_ISL_644913
MW280452.1	EPI_ISL_644915
MW280453.1	EPI_ISL_644916
MW280454.1	EPI_ISL_644917
MW280455.1	EPI_ISL_644918
MW280456.1	EPI_ISL_644919
MW280457.1	EPI_ISL_644920
MW280458.1	EPI_ISL_644921
MW280459.1	EPI_ISL_644922
MW280460.1	EPI_ISL_644923
MW280461.1	EPI_ISL_644924
MW280462.1	EPI_ISL_644925
MW280463.1	EPI_ISL_644926
MW280464.1	EPI_ISL_644927
MW280465.1	EPI_ISL_644928
MW280466.1	EPI_ISL_644929
MW280467.1	EPI_ISL_644930
MW280468.1	EPI_ISL_644931
MW280469.1	EPI_ISL_644932
MW280470.1	EPI_ISL_644825
MW280471.1	EPI_ISL_644826
MW280472.1	EPI_ISL_644827
MW280473.1	EPI_ISL_644829
MW280474.1	EPI_ISL_644830
MW280475.1	EPI_ISL_644831
MW280476.1	EPI_ISL_644832
MW280477.1	EPI_ISL_644833
MW280478.1	EPI_ISL_644834
MW280479.1	EPI_ISL_644835
MW280480.1	EPI_ISL_644837
MW280481.1	EPI_ISL_644838
MW280482.1	EPI_ISL_644839
MW280483.1	EPI_ISL_644840
MW280484.1	EPI_ISL_644842
MW280485.1	EPI_ISL_644843
MW280486.1	EPI_ISL_644844
MW280487.1	EPI_ISL_644845
MW280488.1	EPI_ISL_644846
MW280489.1	EPI_ISL_644847
MW280490.1	EPI_ISL_644848
MW280491.1	EPI_ISL_644849
MW280492.1	EPI_ISL_644850
MW280493.1	EPI_ISL_644851
MW280494.1	EPI_ISL_644852
MW280495.1	EPI_ISL_644853
MW280496.1	EPI_ISL_644882
MW280497.1	EPI_ISL_644883
MW280498.1	EPI_ISL_644884
MW280499.1	EPI_ISL_644885
MW280500.1	EPI_ISL_644886
MW280501.1	EPI_ISL_644887
MW280502.1	EPI_ISL_644888
MW280503.1	EPI_ISL_644889
MW280504.1	EPI_ISL_644890
MW280505.1	EPI_ISL_644891
MW280506.1	EPI_ISL_644893
MW280507.1	EPI_ISL_644894
MW280508.1	EPI_ISL_644895
MW280509.1	EPI_ISL_644896
MW280510.1	EPI_ISL_644897
MW280511.1	EPI_ISL_644898
MW280512.1	EPI_ISL_644899
MW280513.1	EPI_ISL_644900
MW280514.1	EPI_ISL_644901
MW280515.1	EPI_ISL_644902
MW280516.1	EPI_ISL_644903
MW280517.1	EPI_ISL_644904
MW280518.1	EPI_ISL_644905
MW280519.1	EPI_ISL_644906
MW280520.1	EPI_ISL_644907
MW280521.1	EPI_ISL_644908
MW280522.1	EPI_ISL_644910
MW280523.1	EPI_ISL_644854
MW280524.1	EPI_ISL_644855
MW280525.1	EPI_ISL_644856
MW280526.1	EPI_ISL_644857
MW280527.1	EPI_ISL_644858
MW280528.1	EPI_ISL_644859
MW280529.1	EPI_ISL_644860
MW280530.1	EPI_ISL_644861
MW280531.1	EPI_ISL_644862
MW280532.1	EPI_ISL_644863
MW280533.1	EPI_ISL_644864
MW280534.1	EPI_ISL_644865
MW280535.1	EPI_ISL_644866
MW280536.1	EPI_ISL_644867
MW280537.1	EPI_ISL_644868
MW280538.1	EPI_ISL_644869
MW280539.1	EPI_ISL_644870
MW280540.1	EPI_ISL_644871
MW280541.1	EPI_ISL_644872
MW280542.1	EPI_ISL_644873
MW280543.1	EPI_ISL_644874
MW280544.1	EPI_ISL_644875
MW280545.1	EPI_ISL_644876
MW280546.1	EPI_ISL_644877
MW280547.1	EPI_ISL_644878
MW280548.1	EPI_ISL_644879
MW280549.1	EPI_ISL_644880
MW280550.1	EPI_ISL_644881
MW284540.1	EPI_ISL_648233
MW284542.1	EPI_ISL_648240
MW284543.1	EPI_ISL_648227
MW284544.1	EPI_ISL_648230
MW284545.1	EPI_ISL_648226
MW284546.1	EPI_ISL_648246
MW284550.1	EPI_ISL_648261
MW284551.1	EPI_ISL_648229
MW284552.1	EPI_ISL_648241
MW284553.1	EPI_ISL_648253
MW284554.1	EPI_ISL_648247
MW284556.1	EPI_ISL_648239
MW284557.1	EPI_ISL_648242
MW284558.1	EPI_ISL_648224
MW284559.1	EPI_ISL_648219
MW284560.1	EPI_ISL_648243
MW284561.1	EPI_ISL_648256
MW284562.1	EPI_ISL_648223
MW284565.1	EPI_ISL_648231
MW284566.1	EPI_ISL_648232
MW284568.1	EPI_ISL_648245
MW284569.1	EPI_ISL_648228
MW284570.1	EPI_ISL_648238
MW284571.1	EPI_ISL_648255
MW284573.1	EPI_ISL_648220
MW284574.1	EPI_ISL_648225
MW284576.1	EPI_ISL_648237
MW284577.1	EPI_ISL_648222
MW284578.1	EPI_ISL_648234
MW284579.1	EPI_ISL_648250
MW284580.1	EPI_ISL_648244
MW284581.1	EPI_ISL_648264
MW284582.1	EPI_ISL_648235
MW284583.1	EPI_ISL_648236
MW284584.1	EPI_ISL_648249
MW286516.1	EPI_ISL_653231
MW286518.1	EPI_ISL_653233
MW286519.1	EPI_ISL_653209
MW286520.1	EPI_ISL_653188
MW286521.1	EPI_ISL_653189
MW286522.1	EPI_ISL_653190
MW286523.1	EPI_ISL_653191
MW286525.1	EPI_ISL_653193
MW286526.1	EPI_ISL_653194
MW286527.1	EPI_ISL_653234
MW286531.1	EPI_ISL_653178
MW286533.1	EPI_ISL_653153
MW286535.1	EPI_ISL_653154
MW286536.1	EPI_ISL_653155
MW286537.1	EPI_ISL_653156
MW286538.1	EPI_ISL_653157
MW286539.1	EPI_ISL_653181
MW286540.1	EPI_ISL_653182
MW286541.1	EPI_ISL_653183
MW286542.1	EPI_ISL_653184
MW286543.1	EPI_ISL_653185
MW286544.1	EPI_ISL_653186
MW286546.1	EPI_ISL_653310
MW286547.1	EPI_ISL_653311
MW286548.1	EPI_ISL_653312
MW286549.1	EPI_ISL_653150
MW286553.1	EPI_ISL_653211
MW286554.1	EPI_ISL_653248
MW286555.1	EPI_ISL_653313
MW286557.1	EPI_ISL_653187
MW286558.1	EPI_ISL_653169
MW286559.1	EPI_ISL_653170
MW286560.1	EPI_ISL_653171
MW286561.1	EPI_ISL_653172
MW286562.1	EPI_ISL_653173
MW286563.1	EPI_ISL_653174
MW286564.1	EPI_ISL_653175
MW286565.1	EPI_ISL_653176
MW286566.1	EPI_ISL_653158
MW286567.1	EPI_ISL_653159
MW286568.1	EPI_ISL_653160
MW286569.1	EPI_ISL_653249
MW286570.1	EPI_ISL_653250
MW286572.1	EPI_ISL_653213
MW286573.1	EPI_ISL_653314
MW286574.1	EPI_ISL_653315
MW286575.1	EPI_ISL_653316
MW286576.1	EPI_ISL_653161
MW286578.1	EPI_ISL_653214
MW286579.1	EPI_ISL_653162
MW286580.1	EPI_ISL_653163
MW286581.1	EPI_ISL_653164
MW286582.1	EPI_ISL_653317
MW286583.1	EPI_ISL_653215
MW286584.1	EPI_ISL_653165
MW286585.1	EPI_ISL_653166
MW286586.1	EPI_ISL_653167
MW286588.1	EPI_ISL_653198
MW286589.1	EPI_ISL_653199
MW286590.1	EPI_ISL_653200
MW286591.1	EPI_ISL_653216
MW286592.1	EPI_ISL_653217
MW286593.1	EPI_ISL_653218
MW286594.1	EPI_ISL_653201
MW286595.1	EPI_ISL_653226
MW286597.1	EPI_ISL_653203
MW286598.1	EPI_ISL_653204
MW286599.1	EPI_ISL_653219
MW286600.1	EPI_ISL_653205
MW286601.1	EPI_ISL_653206
MW286602.1	EPI_ISL_653207
MW286603.1	EPI_ISL_653208
MW286604.1	EPI_ISL_653227
MW286605.1	EPI_ISL_653228
MW286606.1	EPI_ISL_653229
MW286607.1	EPI_ISL_653220
MW286608.1	EPI_ISL_653221
MW286611.1	EPI_ISL_653195
MW286612.1	EPI_ISL_653224
MW286613.1	EPI_ISL_653196
MW286614.1	EPI_ISL_653197
MW286616.1	EPI_ISL_653240
MW286617.1	EPI_ISL_653241
MW286618.1	EPI_ISL_653230
MW286620.1	EPI_ISL_653225
MW286621.1	EPI_ISL_653252
MW286622.1	EPI_ISL_653242
MW286623.1	EPI_ISL_653243
MW286625.1	EPI_ISL_653342
MW286626.1	EPI_ISL_653343
MW286627.1	EPI_ISL_653344
MW286628.1	EPI_ISL_653245
MW286629.1	EPI_ISL_653246
MW286630.1	EPI_ISL_653247
MW286633.1	EPI_ISL_653320
MW286634.1	EPI_ISL_653321
MW286635.1	EPI_ISL_653322
MW286636.1	EPI_ISL_653323
MW286637.1	EPI_ISL_653324
MW286638.1	EPI_ISL_653325
MW286639.1	EPI_ISL_653326
MW286642.1	EPI_ISL_653329
MW286644.1	EPI_ISL_653331
MW286645.1	EPI_ISL_653332
MW286646.1	EPI_ISL_653333
MW286647.1	EPI_ISL_653334
MW286649.1	EPI_ISL_653336
MW286650.1	EPI_ISL_653337
MW286652.1	EPI_ISL_653339
MW286653.1	EPI_ISL_653340
MW286654.1	EPI_ISL_653341
MW286655.1	EPI_ISL_653253
MW286656.1	EPI_ISL_653254
MW286657.1	EPI_ISL_653255
MW286658.1	EPI_ISL_653256
MW286659.1	EPI_ISL_653257
MW286660.1	EPI_ISL_653258
MW286661.1	EPI_ISL_653259
MW286662.1	EPI_ISL_653260
MW286663.1	EPI_ISL_653261
MW286664.1	EPI_ISL_653262
MW286665.1	EPI_ISL_653263
MW286666.1	EPI_ISL_653264
MW286667.1	EPI_ISL_653265
MW286668.1	EPI_ISL_653266
MW286669.1	EPI_ISL_653267
MW286670.1	EPI_ISL_653268
MW286671.1	EPI_ISL_653269
MW286672.1	EPI_ISL_653270
MW286673.1	EPI_ISL_653271
MW286674.1	EPI_ISL_653272
MW286675.1	EPI_ISL_653273
MW286676.1	EPI_ISL_653274
MW286677.1	EPI_ISL_653275
MW286678.1	EPI_ISL_653276
MW286679.1	EPI_ISL_653277
MW286680.1	EPI_ISL_653278
MW286682.1	EPI_ISL_653280
MW286683.1	EPI_ISL_653281
MW286684.1	EPI_ISL_653282
MW286686.1	EPI_ISL_653284
MW286687.1	EPI_ISL_653285
MW286689.1	EPI_ISL_653287
MW286690.1	EPI_ISL_653288
MW286692.1	EPI_ISL_653299
MW286694.1	EPI_ISL_653291
MW286696.1	EPI_ISL_653293
MW286697.1	EPI_ISL_653294
MW286698.1	EPI_ISL_653295
MW286699.1	EPI_ISL_653296
MW286700.1	EPI_ISL_653297
MW286701.1	EPI_ISL_653298
MW286702.1	EPI_ISL_653300
MW286703.1	EPI_ISL_653301
MW286704.1	EPI_ISL_653302
MW286705.1	EPI_ISL_653303
MW286706.1	EPI_ISL_653304
MW286707.1	EPI_ISL_653305
MW286708.1	EPI_ISL_653306
MW286709.1	EPI_ISL_653307
MW286710.1	EPI_ISL_653308
MW286711.1	EPI_ISL_653309
MW286712.1	EPI_ISL_653098
MW286713.1	EPI_ISL_653099
MW286714.1	EPI_ISL_653100
MW286715.1	EPI_ISL_653101
MW286716.1	EPI_ISL_653102
MW286717.1	EPI_ISL_653143
MW286718.1	EPI_ISL_653103
MW286719.1	EPI_ISL_653104
MW286720.1	EPI_ISL_653105
MW286721.1	EPI_ISL_653106
MW286722.1	EPI_ISL_653107
MW286723.1	EPI_ISL_653108
MW286724.1	EPI_ISL_653109
MW286725.1	EPI_ISL_653110
MW286726.1	EPI_ISL_653111
MW286727.1	EPI_ISL_653112
MW286728.1	EPI_ISL_653113
MW286729.1	EPI_ISL_653114
MW286730.1	EPI_ISL_653115
MW286731.1	EPI_ISL_653116
MW286732.1	EPI_ISL_653117
MW286733.1	EPI_ISL_653118
MW286734.1	EPI_ISL_653119
MW286735.1	EPI_ISL_653120
MW286736.1	EPI_ISL_653121
MW286737.1	EPI_ISL_653122
MW286738.1	EPI_ISL_653144
MW286739.1	EPI_ISL_653123
MW286740.1	EPI_ISL_653124
MW286741.1	EPI_ISL_653145
MW286742.1	EPI_ISL_653146
MW286743.1	EPI_ISL_653147
MW286744.1	EPI_ISL_653125
MW286745.1	EPI_ISL_653126
MW286746.1	EPI_ISL_653127
MW286747.1	EPI_ISL_653128
MW286748.1	EPI_ISL_653129
MW286749.1	EPI_ISL_653130
MW286751.1	EPI_ISL_653132
MW286752.1	EPI_ISL_653133
MW286753.1	EPI_ISL_653134
MW286754.1	EPI_ISL_653135
MW286755.1	EPI_ISL_653148
MW286756.1	EPI_ISL_653136
MW286757.1	EPI_ISL_653137
MW286758.1	EPI_ISL_653138
MW286759.1	EPI_ISL_653139
MW286760.1	EPI_ISL_653140
MW286761.1	EPI_ISL_653141
MW286762.1	EPI_ISL_653142
MW288251.1	EPI_ISL_654695
MW288252.1	EPI_ISL_654696
MW288253.1	EPI_ISL_654697
MW288254.1	EPI_ISL_654698
MW288255.1	EPI_ISL_654699
MW288256.1	EPI_ISL_654700
MW288257.1	EPI_ISL_654701
MW288258.1	EPI_ISL_654702
MW288259.1	EPI_ISL_654703
MW288260.1	EPI_ISL_654704
MW288261.1	EPI_ISL_654705
MW288262.1	EPI_ISL_654706
MW288263.1	EPI_ISL_654707
MW288264.1	EPI_ISL_654708
MW288265.1	EPI_ISL_654709
MW288266.1	EPI_ISL_654710
MW288267.1	EPI_ISL_654711
MW288268.1	EPI_ISL_654712
MW288269.1	EPI_ISL_654713
MW288270.1	EPI_ISL_654714
MW288271.1	EPI_ISL_654715
MW288272.1	EPI_ISL_654716
MW288273.1	EPI_ISL_654717
MW288274.1	EPI_ISL_654718
MW288275.1	EPI_ISL_654719
MW288276.1	EPI_ISL_654720
MW288277.1	EPI_ISL_654721
MW288278.1	EPI_ISL_654722
MW288279.1	EPI_ISL_654723
MW288280.1	EPI_ISL_654724
MW288281.1	EPI_ISL_654725
MW288282.1	EPI_ISL_654726
MW288283.1	EPI_ISL_654727
MW288284.1	EPI_ISL_654728
MW288285.1	EPI_ISL_654729
MW290935.1	EPI_ISL_648565
MW290937.1	EPI_ISL_648580
MW290938.1	EPI_ISL_648591
MW290939.1	EPI_ISL_648587
MW290940.1	EPI_ISL_648575
MW290941.1	EPI_ISL_648586
MW290942.1	EPI_ISL_648571
MW290944.1	EPI_ISL_648557
MW290945.1	EPI_ISL_648563
MW290946.1	EPI_ISL_648578
MW290947.1	EPI_ISL_648576
MW290948.1	EPI_ISL_648558
MW290949.1	EPI_ISL_648566
MW290950.1	EPI_ISL_648593
MW290952.1	EPI_ISL_648588
MW290953.1	EPI_ISL_648579
MW290954.1	EPI_ISL_648574
MW290955.1	EPI_ISL_648559
MW290956.1	EPI_ISL_648584
MW290958.1	EPI_ISL_648562
MW290959.1	EPI_ISL_648560
MW290960.1	EPI_ISL_648568
MW290961.1	EPI_ISL_648577
MW290962.1	EPI_ISL_648583
MW290963.1	EPI_ISL_648570
MW290964.1	EPI_ISL_648569
MW290965.1	EPI_ISL_648572
MW290966.1	EPI_ISL_648582
MW290967.1	EPI_ISL_648594
MW290968.1	EPI_ISL_648555
MW290969.1	EPI_ISL_648573
MW290970.1	EPI_ISL_648556
MW290971.1	EPI_ISL_648590
MW290973.1	EPI_ISL_582030
MW292629.1	EPI_ISL_660071
MW292630.1	EPI_ISL_660072
MW292631.1	EPI_ISL_660073
MW292632.1	EPI_ISL_660074
MW292633.1	EPI_ISL_660075
MW292634.1	EPI_ISL_660076
MW292635.1	EPI_ISL_660077
MW292636.1	EPI_ISL_660100
MW292637.1	EPI_ISL_660101
MW292638.1	EPI_ISL_660102
MW292639.1	EPI_ISL_660078
MW292640.1	EPI_ISL_660079
MW292641.1	EPI_ISL_660080
MW292643.1	EPI_ISL_660081
MW292644.1	EPI_ISL_660082
MW292645.1	EPI_ISL_660104
MW292646.1	EPI_ISL_660105
MW292647.1	EPI_ISL_660083
MW292648.1	EPI_ISL_660084
MW292649.1	EPI_ISL_660099
MW292650.1	EPI_ISL_660085
MW292651.1	EPI_ISL_660086
MW292652.1	EPI_ISL_660087
MW292653.1	EPI_ISL_660088
MW292654.1	EPI_ISL_660089
MW292655.1	EPI_ISL_660090
MW292656.1	EPI_ISL_660091
MW292657.1	EPI_ISL_660092
MW292658.1	EPI_ISL_660093
MW292659.1	EPI_ISL_660094
MW292660.1	EPI_ISL_660095
MW292661.1	EPI_ISL_660096
MW292662.1	EPI_ISL_660097
MW292663.1	EPI_ISL_660103
MW292664.1	EPI_ISL_660098
MW306294.1	EPI_ISL_648542
MW306295.1	EPI_ISL_648381
MW306296.1	EPI_ISL_648382
MW306297.1	EPI_ISL_648385
MW306298.1	EPI_ISL_648386
MW306299.1	EPI_ISL_648387
MW306300.1	EPI_ISL_648388
MW306301.1	EPI_ISL_648389
MW306302.1	EPI_ISL_648390
MW306303.1	EPI_ISL_648391
MW306304.1	EPI_ISL_648392
MW306305.1	EPI_ISL_648393
MW306306.1	EPI_ISL_648394
MW306307.1	EPI_ISL_648395
MW306308.1	EPI_ISL_648396
MW306309.1	EPI_ISL_648397
MW306310.1	EPI_ISL_648398
MW306311.1	EPI_ISL_648399
MW306312.1	EPI_ISL_648400
MW306313.1	EPI_ISL_648401
MW306314.1	EPI_ISL_648402
MW306315.1	EPI_ISL_648403
MW306316.1	EPI_ISL_648404
MW306317.1	EPI_ISL_648406
MW306318.1	EPI_ISL_648407
MW306319.1	EPI_ISL_648408
MW306320.1	EPI_ISL_648409
MW306321.1	EPI_ISL_648410
MW306322.1	EPI_ISL_648411
MW306323.1	EPI_ISL_648412
MW306324.1	EPI_ISL_648415
MW306325.1	EPI_ISL_648416
MW306326.1	EPI_ISL_648417
MW306327.1	EPI_ISL_648418
MW306328.1	EPI_ISL_648419
MW306329.1	EPI_ISL_648420
MW306330.1	EPI_ISL_648421
MW306332.1	EPI_ISL_648423
MW306333.1	EPI_ISL_648424
MW306334.1	EPI_ISL_648425
MW306335.1	EPI_ISL_648426
MW306336.1	EPI_ISL_648427
MW306337.1	EPI_ISL_648428
MW306338.1	EPI_ISL_648429
MW306339.1	EPI_ISL_648430
MW306340.1	EPI_ISL_648431
MW306341.1	EPI_ISL_648432
MW306342.1	EPI_ISL_648433
MW306343.1	EPI_ISL_648434
MW306344.1	EPI_ISL_648435
MW306345.1	EPI_ISL_648436
MW306346.1	EPI_ISL_648437
MW306347.1	EPI_ISL_648438
MW306348.1	EPI_ISL_648439
MW306349.1	EPI_ISL_648440
MW306350.1	EPI_ISL_648441
MW306351.1	EPI_ISL_648445
MW306352.1	EPI_ISL_648446
MW306353.1	EPI_ISL_648447
MW306354.1	EPI_ISL_648448
MW306355.1	EPI_ISL_648449
MW306357.1	EPI_ISL_648451
MW306358.1	EPI_ISL_648452
MW306359.1	EPI_ISL_648453
MW306360.1	EPI_ISL_648454
MW306361.1	EPI_ISL_648455
MW306362.1	EPI_ISL_648456
MW306363.1	EPI_ISL_648459
MW306364.1	EPI_ISL_648460
MW306365.1	EPI_ISL_648461
MW306366.1	EPI_ISL_648462
MW306368.1	EPI_ISL_648464
MW306369.1	EPI_ISL_648465
MW306371.1	EPI_ISL_648467
MW306372.1	EPI_ISL_648468
MW306373.1	EPI_ISL_648469
MW306374.1	EPI_ISL_648470
MW306375.1	EPI_ISL_648471
MW306376.1	EPI_ISL_648472
MW306377.1	EPI_ISL_648473
MW306378.1	EPI_ISL_648474
MW306379.1	EPI_ISL_648475
MW306380.1	EPI_ISL_648476
MW306381.1	EPI_ISL_648477
MW306382.1	EPI_ISL_648478
MW306383.1	EPI_ISL_648479
MW306384.1	EPI_ISL_648480
MW306385.1	EPI_ISL_648481
MW306386.1	EPI_ISL_648482
MW306387.1	EPI_ISL_648483
MW306388.1	EPI_ISL_648484
MW306389.1	EPI_ISL_648485
MW306390.1	EPI_ISL_648486
MW306391.1	EPI_ISL_648487
MW306392.1	EPI_ISL_648488
MW306393.1	EPI_ISL_648489
MW306394.1	EPI_ISL_648490
MW306395.1	EPI_ISL_648491
MW306396.1	EPI_ISL_648492
MW306397.1	EPI_ISL_648493
MW306398.1	EPI_ISL_648494
MW306399.1	EPI_ISL_648495
MW306400.1	EPI_ISL_648496
MW306401.1	EPI_ISL_648497
MW306402.1	EPI_ISL_648498
MW306403.1	EPI_ISL_648499
MW306404.1	EPI_ISL_648500
MW306405.1	EPI_ISL_648503
MW306406.1	EPI_ISL_648505
MW306407.1	EPI_ISL_648506
MW306408.1	EPI_ISL_648507
MW306409.1	EPI_ISL_648508
MW306410.1	EPI_ISL_648509
MW306411.1	EPI_ISL_648510
MW306412.1	EPI_ISL_648511
MW306413.1	EPI_ISL_648512
MW306414.1	EPI_ISL_648513
MW306415.1	EPI_ISL_648514
MW306416.1	EPI_ISL_648515
MW306417.1	EPI_ISL_648516
MW306418.1	EPI_ISL_648518
MW306419.1	EPI_ISL_648519
MW306420.1	EPI_ISL_648520
MW306421.1	EPI_ISL_648522
MW306422.1	EPI_ISL_648523
MW306423.1	EPI_ISL_648524
MW306425.1	EPI_ISL_648526
MW306426.1	EPI_ISL_648527
MW306427.1	EPI_ISL_648529
MW306428.1	EPI_ISL_648530
MW306429.1	EPI_ISL_648531
MW306430.1	EPI_ISL_648532
MW306431.1	EPI_ISL_648533
MW306432.1	EPI_ISL_648534
MW306433.1	EPI_ISL_648535
MW306434.1	EPI_ISL_648536
MW306435.1	EPI_ISL_648537
MW306436.1	EPI_ISL_648538
MW306437.1	EPI_ISL_648540
MW306438.1	EPI_ISL_648541
MW306439.1	EPI_ISL_648545
MW306440.1	EPI_ISL_648546
MW306441.1	EPI_ISL_648547
MW306442.1	EPI_ISL_648548
MW306443.1	EPI_ISL_648549
MW306444.1	EPI_ISL_648550
MW306445.1	EPI_ISL_648551
MW306446.1	EPI_ISL_648552
MW306447.1	EPI_ISL_648553
MW306448.1	EPI_ISL_648554
MW306449.1	EPI_ISL_648543
MW306450.1	EPI_ISL_648544
MW307809.1	EPI_ISL_666617
MW307831.1	EPI_ISL_666618
MW307889.1	EPI_ISL_666619
MW307977.1	EPI_ISL_666620
MW307979.1	EPI_ISL_666621
MW308137.1	EPI_ISL_666622
MW309066.1	EPI_ISL_654741
MW309068.1	EPI_ISL_654732
MW309069.1	EPI_ISL_654744
MW309070.1	EPI_ISL_654743
MW309071.1	EPI_ISL_654745
